Entrez GeneID 1	Entrez GeneID 2	Pathophenotypic similarity
2147	9103	2.4069
7010	5054	2.4069
9103	5054	2.4069
51099	3849	2.4066
7480	9241	2.4065
9060	4882	2.4064
6017	6247	2.4063
405753	1733	2.4059
4627	3053	2.4059
7038	1733	2.4059
411	3423	2.4059
861	2623	2.4059
7248	4763	2.4059
7450	7454	2.4058
2273	1756	2.4058
2121	2317	2.4057
4221	324	2.4057
4292	1499	2.4056
6442	22954	2.4056
4436	1499	2.4056
4920	10225	2.4054
1387	2697	2.4052
731	3426	2.4052
2317	64327	2.4051
8701	27019	2.4051
4627	79784	2.4045
4627	71	2.4045
4627	1687	2.4045
2273	1674	2.4043
6442	7273	2.4041
1811	1188	2.4039
8988	8139	2.4038
1785	8898	2.4038
1387	9968	2.4037
64840	2737	2.4037
4618	58	2.4036
7040	8600	2.4036
120892	11315	2.4036
3674	3673	2.4035
1298	1297	2.4033
4297	1066	2.4031
6473	4322	2.403
3236	5251	2.4028
3748	146227	2.4028
4653	2703	2.4028
65217	7401	2.4026
80144	55636	2.4024
341640	55636	2.4024
8200	51715	2.4022
4653	1462	2.4022
7490	2335	2.4022
778	8842	2.402
54507	10243	2.402
6657	55636	2.4016
118813	9420	2.4016
1834	79784	2.4014
1834	11078	2.4014
1834	71	2.4014
1834	1687	2.4014
8565	9927	2.4013
5339	3861	2.4011
103	641	2.4011
7374	200942	2.4008
1311	2261	2.4007
2261	4921	2.4006
11005	3848	2.4006
2317	9469	2.4006
1280	50485	2.4004
355	5897	2.4004
355	5896	2.4004
23169	2261	2.4002
2705	1959	2.4002
9381	153562	2.3999
7167	3043	2.3999
2263	7476	2.3997
54714	5961	2.3997
3315	79628	2.3997
6834	55572	2.3996
6834	4724	2.3996
6834	91942	2.3996
137682	55572	2.3996
137682	4724	2.3996
137682	91942	2.3996
4695	55572	2.3996
4695	4724	2.3996
4695	91942	2.3996
1355	55572	2.3996
1355	4724	2.3996
1355	91942	2.3996
374291	55572	2.3996
374291	4724	2.3996
374291	91942	2.3996
55572	4728	2.3996
55572	4722	2.3996
4728	4724	2.3996
4728	91942	2.3996
4724	4722	2.3996
4722	91942	2.3996
80326	9076	2.3995
675	1499	2.3995
7157	613	2.3994
1301	54507	2.3992
7038	389434	2.3991
145173	64840	2.3991
54714	778	2.399
25814	5521	2.3988
930	843	2.3986
4920	26040	2.3986
1421	1287	2.3985
6785	1462	2.3985
6736	5290	2.3985
6687	57679	2.3984
50943	355	2.3982
3766	6557	2.3981
5669	3431	2.3979
6443	4000	2.3978
917	7535	2.3977
50945	7314	2.3976
50945	23314	2.3976
843	64421	2.3976
10269	5468	2.3976
6768	3854	2.3975
6768	3872	2.3975
5116	2737	2.3975
26580	5506	2.3973
846	8675	2.3973
846	149775	2.3973
4688	727	2.3972
727	653361	2.3972
2153	4627	2.3969
7849	7252	2.3968
8085	50506	2.3966
210	3145	2.3965
5741	8675	2.3964
5741	149775	2.3964
9247	8675	2.3964
9247	149775	2.3964
91179	2260	2.3963
2120	6208	2.3962
4291	6208	2.3962
6455	6208	2.3962
4170	6208	2.3962
2322	6208	2.3962
8021	6208	2.3962
8028	6208	2.3962
4026	6208	2.3962
6208	23365	2.3962
6208	4869	2.3962
6208	4066	2.3962
6208	5159	2.3962
6208	602	2.3962
6208	8301	2.3962
6208	8833	2.3962
6208	54904	2.3962
6208	1050	2.3962
686	5019	2.3962
338	6609	2.3961
9381	4976	2.396
675	6927	2.396
1297	1280	2.3959
2160	6916	2.3958
8565	1785	2.3958
2121	4920	2.3957
478	65018	2.3957
70	7137	2.3953
10594	9227	2.3952
2192	124583	2.3951
3549	6913	2.3951
4703	2273	2.395
10559	1535	2.3949
10559	1536	2.3949
5744	64840	2.3947
2737	9401	2.3946
3728	2771	2.3945
2260	9968	2.3945
3758	140803	2.3944
3674	3717	2.3943
6834	4723	2.3941
137682	4723	2.3941
4695	4723	2.3941
1355	4723	2.3941
374291	4723	2.3941
4728	4723	2.3941
4723	4722	2.3941
4261	200942	2.394
8625	200942	2.394
5994	200942	2.394
5993	200942	2.394
1811	3758	2.3938
1828	57152	2.3937
79803	2160	2.3936
545	2316	2.3936
3257	2160	2.3936
84062	2160	2.3936
2160	89781	2.3936
2160	11234	2.3936
2160	388552	2.3936
2160	84343	2.3936
1280	1278	2.3935
64421	355	2.3935
5428	291	2.3934
26121	114902	2.3931
762	114902	2.3931
7287	114902	2.3931
9723	80144	2.3929
9723	341640	2.3929
6710	1244	2.3928
720	355	2.3926
859	85366	2.3923
2138	3199	2.3922
338	3988	2.392
3040	2038	2.392
2121	8200	2.3917
4287	5621	2.3917
6785	64218	2.3917
10397	81857	2.3917
10558	54332	2.3916
3861	3854	2.3915
3861	3872	2.3915
6870	7490	2.3914
6866	7490	2.3914
7490	26012	2.3914
7490	60675	2.3914
25836	145173	2.3912
2335	4069	2.3911
2736	2737	2.3911
8565	121512	2.391
57560	658	2.391
3236	4148	2.3909
6785	1121	2.3909
54209	25978	2.3906
7305	25978	2.3906
2517	175	2.3905
2316	6913	2.3905
91179	2317	2.3904
9723	6657	2.3904
83394	1462	2.3903
1411	54507	2.3902
1421	54507	2.3902
25814	146057	2.3902
3769	54507	2.3902
3930	3549	2.3901
2317	157570	2.3898
861	1029	2.3897
5351	1281	2.3896
8200	145282	2.3895
128674	55636	2.3895
7879	79628	2.3894
6794	7157	2.3892
9241	1280	2.3892
554	6557	2.3889
83394	4976	2.3889
9639	8898	2.3889
8200	4148	2.3886
2121	1298	2.3882
6718	196527	2.3882
324	657	2.3879
6870	3730	2.3877
6866	3730	2.3877
3730	26012	2.3877
3730	60675	2.3877
2990	54808	2.3876
6023	54808	2.3876
139285	1301	2.3875
4851	30008	2.3875
3673	7454	2.3873
3708	6908	2.3872
2916	55812	2.3869
60506	55812	2.3869
2956	8643	2.3868
2956	51684	2.3868
2956	6598	2.3868
5395	8643	2.3868
5395	51684	2.3868
5395	6598	2.3868
2202	149461	2.3864
8030	4893	2.3864
8031	4893	2.3864
5108	4893	2.3864
4893	8805	2.3864
4893	9950	2.3864
4893	51592	2.3864
59341	3549	2.3864
5308	2296	2.3862
7852	200942	2.3862
3236	2316	2.386
10559	4860	2.386
3849	2071	2.386
5351	1290	2.3859
2263	6949	2.3859
91252	1300	2.3857
1280	10216	2.3857
132884	2317	2.3854
859	6329	2.3853
3758	3766	2.3851
11232	56652	2.385
860	6662	2.385
4292	6794	2.3846
6785	6102	2.3846
6794	4436	2.3846
25836	57167	2.3845
1280	168667	2.3843
8557	6442	2.3842
27019	30009	2.3842
6023	4921	2.3841
2956	3791	2.3839
2956	5578	2.3839
5395	3791	2.3839
5395	5578	2.3839
6473	2131	2.3838
2316	157570	2.3837
145173	157570	2.3836
7067	89884	2.3834
54809	6654	2.3833
7476	9496	2.3831
8647	286	2.3829
9129	8322	2.3829
91179	2200	2.3828
9733	3848	2.3828
4148	9060	2.3828
51422	775	2.3827
5376	2617	2.3826
4609	100	2.3825
843	1991	2.3824
25782	2317	2.3823
7078	4286	2.3823
10558	121512	2.3823
2737	64324	2.3823
6870	1586	2.3821
6866	1586	2.3821
1586	26012	2.3821
1586	60675	2.3821
2155	4351	2.382
2157	3818	2.382
3767	5078	2.382
3643	5468	2.3817
2200	2697	2.3817
7139	85366	2.3816
3047	6948	2.3816
7038	5172	2.3815
1294	3918	2.3815
1294	3914	2.3815
4256	51314	2.3814
5376	1785	2.3812
3643	6658	2.381
120892	3064	2.3809
4010	6913	2.3809
1293	57190	2.3807
1291	57190	2.3807
1586	3973	2.3807
79147	203859	2.3807
1824	2702	2.3806
2261	51715	2.3804
4137	3064	2.3798
11232	5428	2.3797
145173	55636	2.3793
2260	6662	2.3791
2260	26040	2.3791
9333	3848	2.379
3891	1041	2.379
3798	9197	2.3789
730	712	2.3789
7476	4148	2.3788
2335	4893	2.3787
3265	5795	2.3786
3265	8313	2.3786
3265	27030	2.3786
3265	2033	2.3786
7879	54463	2.3785
6340	1584	2.3784
6338	1584	2.3784
2316	1278	2.3783
338	3931	2.378
157570	9401	2.3779
545	6913	2.3778
100151683	157570	2.3778
1836	2588	2.3775
1311	411	2.3775
64805	2677	2.3774
27249	166785	2.3774
8864	6513	2.3774
3651	2645	2.3773
2261	7291	2.3772
64421	204	2.3772
1785	81857	2.3771
999	5795	2.377
999	8313	2.377
999	27030	2.377
999	2033	2.377
4998	6913	2.377
3426	3561	2.3768
1717	54903	2.3767
8929	429	2.3766
8929	2668	2.3766
429	2668	2.3766
5627	4093	2.3764
3339	2316	2.376
10117	2588	2.3758
81794	4851	2.3757
11081	336	2.3751
11081	3949	2.3751
11081	2053	2.3751
7454	100	2.3751
51251	3043	2.3751
6005	3043	2.3749
2697	7227	2.3749
731	717	2.3748
1639	113278	2.3748
2294	659	2.3746
10082	6473	2.3745
5745	1280	2.3744
5742	7454	2.3741
25814	6908	2.3741
4621	3339	2.374
3674	2158	2.3738
23503	57679	2.3737
10516	81031	2.3736
6697	8864	2.3734
6340	1187	2.3733
6338	1187	2.3733
6834	617	2.3732
137682	617	2.3732
4695	617	2.3732
1355	617	2.3732
374291	617	2.3732
617	4728	2.3732
617	4722	2.3732
7957	9211	2.3731
9211	378884	2.3731
2138	7020	2.373
4221	103	2.373
2192	2261	2.3729
7957	2566	2.3729
378884	2566	2.3729
4860	204	2.3727
925	10559	2.3726
6356	84701	2.3726
10559	10456	2.3725
9573	8842	2.3725
9241	64093	2.3724
2316	4998	2.3723
3291	1811	2.3722
2916	5158	2.3722
60506	5158	2.3722
9227	778	2.3722
7415	79147	2.3721
9719	4851	2.372
1289	84627	2.372
545	2317	2.3718
2201	1280	2.3718
2200	6197	2.3718
3708	4287	2.3716
7399	124590	2.3716
124590	79955	2.3716
8565	2705	2.3715
9723	145173	2.3713
1297	4322	2.3712
6770	6340	2.371
6770	6338	2.371
1311	1302	2.371
1811	7809	2.3709
10082	1146	2.3709
9723	128674	2.3709
91179	1301	2.3708
51062	57679	2.3706
4683	51314	2.3705
3868	57152	2.3703
3972	367	2.3703
3651	6833	2.3701
51371	3852	2.37
2071	2074	2.3699
3728	10161	2.3698
9197	118813	2.3697
6710	3043	2.3695
6708	3040	2.3694
80781	7078	2.3692
2617	81846	2.3692
948	2155	2.3691
5345	2155	2.3691
2155	5742	2.3691
10559	64421	2.369
2147	2160	2.3688
2147	3673	2.3688
2147	3818	2.3688
2155	2160	2.3688
2155	3673	2.3688
2155	3818	2.3688
2158	196527	2.3688
2161	2160	2.3688
2161	2165	2.3688
2161	3673	2.3688
2161	2244	2.3688
2160	196527	2.3688
2160	3998	2.3688
2160	5054	2.3688
2165	196527	2.3688
3673	196527	2.3688
3673	3998	2.3688
3673	5054	2.3688
2244	196527	2.3688
3791	4595	2.3688
3791	1642	2.3688
3791	8795	2.3688
3791	2073	2.3688
3791	3621	2.3688
3818	196527	2.3688
3818	3998	2.3688
3818	5054	2.3688
4595	5578	2.3688
1642	5578	2.3688
5578	8795	2.3688
5578	2073	2.3688
5578	3621	2.3688
103	7249	2.3686
1836	860	2.3684
51715	23414	2.3684
6712	5521	2.3683
3853	80326	2.3683
7454	5669	2.3682
182	1482	2.3681
57338	11315	2.368
4594	5096	2.368
4594	5095	2.368
5251	120227	2.3678
57338	3064	2.3675
2120	64324	2.3674
2153	3673	2.3674
4291	64324	2.3674
6455	64324	2.3674
3798	79152	2.3674
2322	64324	2.3674
8021	64324	2.3674
8028	64324	2.3674
4026	64324	2.3674
23365	64324	2.3674
4869	64324	2.3674
64324	8301	2.3674
64324	8833	2.3674
64324	54904	2.3674
64324	1050	2.3674
1410	4625	2.3671
2259	6311	2.3667
10559	5897	2.3666
10559	5896	2.3666
4609	4860	2.3665
84930	7450	2.3663
176	54808	2.3663
7450	22852	2.3663
3236	4621	2.3662
5314	5311	2.3661
7957	1476	2.3659
65055	79152	2.3659
378884	1476	2.3659
6473	1280	2.3658
7020	145173	2.3656
5002	1029	2.3656
727	1535	2.3653
727	1536	2.3653
4683	4860	2.3652
8200	7480	2.3651
26580	5468	2.3651
2203	788	2.365
3784	70	2.365
29929	2161	2.3649
23169	1300	2.3649
168667	6662	2.3647
29851	1789	2.3646
472	51314	2.3646
948	2153	2.3644
5959	6103	2.3644
1281	1278	2.364
100151683	4998	2.3638
1290	9509	2.3638
5669	5897	2.3638
5669	5896	2.3638
5521	146057	2.3638
6445	2273	2.3637
4018	3053	2.3636
4907	3081	2.3636
30813	200576	2.3636
25836	157570	2.3635
1308	3854	2.3635
1308	3872	2.3635
26276	1244	2.3635
65018	6908	2.3635
9639	2705	2.3634
554	3758	2.3633
846	6559	2.3633
5627	659	2.3632
959	4261	2.3631
959	8625	2.3631
959	5994	2.3631
959	5993	2.3631
10559	1053	2.363
411	138050	2.3628
7248	4771	2.3628
7054	6531	2.3627
56975	6654	2.3627
56623	1122	2.3626
2192	4038	2.3625
80326	1001	2.3619
2978	3000	2.3616
2317	51715	2.3616
2317	7227	2.3616
2317	5447	2.3615
2737	147372	2.3615
5538	2055	2.3615
2120	51119	2.3614
4291	51119	2.3614
6455	51119	2.3614
2200	51715	2.3614
2322	51119	2.3614
8021	51119	2.3614
8028	51119	2.3614
4026	51119	2.3614
23365	51119	2.3614
4869	51119	2.3614
8301	51119	2.3614
8833	51119	2.3614
54904	51119	2.3614
51119	1050	2.3614
3339	2317	2.3613
4552	1491	2.3613
2259	54840	2.3612
2697	5818	2.361
1717	10225	2.3609
7879	4803	2.3609
70	6262	2.3609
324	201163	2.3609
9401	57167	2.3609
5621	4137	2.3607
1301	4882	2.3606
51259	1122	2.3606
2916	9129	2.3604
60506	9129	2.3604
4625	6443	2.3604
8139	26278	2.3602
2260	64840	2.3601
9573	5959	2.3601
91179	2697	2.36
1301	9241	2.3599
6017	54714	2.3597
326625	27249	2.3597
2261	7476	2.3597
80208	57679	2.3596
23169	4921	2.3594
2697	9401	2.3594
2261	5116	2.3591
4683	23495	2.3589
3868	80326	2.3588
5669	28956	2.3587
80270	196527	2.3586
2316	10225	2.3586
54714	6102	2.3585
7827	3931	2.3585
3717	4170	2.3584
3717	4066	2.3584
3717	602	2.3584
1585	359	2.3583
22948	118813	2.3581
2316	7227	2.3581
23111	57679	2.358
5256	5261	2.3579
1201	2055	2.3578
7020	2737	2.3577
2316	3977	2.3577
1462	6100	2.3577
1462	6101	2.3577
1462	3614	2.3577
1387	2261	2.3575
2811	2677	2.3574
10082	4920	2.3573
2273	7273	2.3569
7466	79784	2.3568
7466	71	2.3568
7466	1687	2.3568
1277	7148	2.3568
2147	2159	2.3567
2159	5054	2.3567
6302	3990	2.3565
11155	70	2.3564
10913	9076	2.3564
9076	128178	2.3564
2120	4352	2.3563
4291	4352	2.3563
6455	4352	2.3563
4170	4352	2.3563
2322	4352	2.3563
8021	4352	2.3563
8028	4352	2.3563
4026	4352	2.3563
23365	4352	2.3563
4869	4352	2.3563
4066	4352	2.3563
602	4352	2.3563
8301	4352	2.3563
8833	4352	2.3563
54904	4352	2.3563
4352	1050	2.3563
84059	3785	2.3561
2120	5925	2.356
4291	5925	2.356
6455	5925	2.356
4170	5925	2.356
2322	5925	2.356
8021	5925	2.356
8028	5925	2.356
4026	5925	2.356
23365	5925	2.356
4869	5925	2.356
4066	5925	2.356
602	5925	2.356
8301	5925	2.356
8833	5925	2.356
5925	54904	2.356
5925	1050	2.356
2317	168667	2.3558
91179	9241	2.3557
999	7157	2.3556
4669	411	2.3556
4292	613	2.3555
7873	344	2.3555
4436	613	2.3555
145173	2719	2.3554
5313	6708	2.3551
5345	2811	2.355
8565	22948	2.355
9211	3786	2.355
91179	64093	2.3546
132884	3549	2.3546
5669	4068	2.3546
8291	6442	2.3545
26121	6102	2.3544
762	6102	2.3544
7287	6102	2.3544
10558	81846	2.3543
4254	3849	2.3542
1300	5116	2.3542
545	2263	2.3541
7003	7439	2.354
2243	2335	2.354
3728	7139	2.3538
7252	5449	2.3536
545	4998	2.3535
6005	5213	2.3535
1301	4322	2.3535
4998	4920	2.3535
1301	2263	2.3534
861	2812	2.3534
861	2815	2.3534
7809	6340	2.3534
7809	6338	2.3534
10021	6262	2.3534
5742	2623	2.3531
7439	55812	2.3531
1896	80326	2.3528
6770	3766	2.3526
2294	94	2.3526
2260	4998	2.3525
89884	50506	2.3525
4921	6662	2.3524
916	958	2.3523
92344	4853	2.3523
7045	9180	2.3523
916	100	2.3522
1832	7043	2.3521
4292	4771	2.352
80326	3891	2.352
4436	4771	2.352
25793	65018	2.3518
2157	2811	2.3517
157570	10225	2.3514
57379	64421	2.3512
3930	9451	2.3512
8200	4322	2.351
1406	778	2.351
3315	23095	2.351
1302	9451	2.3509
5961	285440	2.3509
4627	84930	2.3508
4627	22852	2.3508
7454	3561	2.3507
7227	9496	2.3507
4261	732	2.3506
84930	64805	2.3506
8625	732	2.3506
2261	4920	2.3506
64805	22852	2.3506
732	5994	2.3506
732	5993	2.3506
5314	5310	2.3504
54714	64218	2.3503
103	5053	2.3503
4602	8115	2.3501
8115	2242	2.3501
8115	25	2.3501
8115	5914	2.3501
8115	3195	2.3501
8115	4342	2.3501
8115	5087	2.3501
1829	11155	2.35
25836	80144	2.3499
25836	341640	2.3499
2273	79147	2.3498
58	375790	2.3497
2121	2737	2.3496
144165	57165	2.3496
57379	29851	2.3496
4627	1285	2.3493
4627	1286	2.3493
2200	1301	2.3493
1161	2071	2.3493
5352	5479	2.3488
55806	6303	2.3487
10984	5795	2.3483
10984	8313	2.3483
10984	27030	2.3483
10984	2033	2.3483
5795	1028	2.3483
8313	1028	2.3483
27030	1028	2.3483
2033	1028	2.3483
5744	7227	2.3479
8575	6531	2.3479
843	717	2.3479
7169	2316	2.3479
54332	2617	2.3479
5669	6948	2.3479
5308	7003	2.3476
23503	118813	2.3476
4609	7157	2.3475
6443	2273	2.3475
6786	355	2.3475
145173	10225	2.3473
182	336	2.3473
182	3949	2.3473
182	2053	2.3473
6736	1499	2.3473
7299	5080	2.3473
595	6392	2.3472
7167	3039	2.3472
2677	6916	2.347
10686	6524	2.3469
51360	80326	2.3468
2316	79158	2.3468
8626	197131	2.3466
5742	5624	2.3465
8565	57716	2.3465
79803	2165	2.3464
3257	2165	2.3464
84062	2165	2.3464
2165	89781	2.3464
2165	11234	2.3464
2165	388552	2.3464
2165	84343	2.3464
4703	7170	2.3463
219844	1717	2.346
57379	1675	2.346
286	64240	2.346
286	64241	2.346
79628	2705	2.3456
6247	114902	2.3455
3853	3848	2.3454
10559	1675	2.3452
6303	5429	2.3452
5116	658	2.3452
1311	2317	2.3451
3236	64327	2.345
1674	9499	2.345
113278	6606	2.345
285590	2200	2.3448
3655	1294	2.3447
6390	675	2.3447
4148	658	2.3447
778	6103	2.3447
6023	4609	2.3445
3766	1187	2.3443
7273	79147	2.3443
55755	9289	2.3442
9289	55835	2.3442
8838	3549	2.3442
3431	355	2.344
3708	146057	2.3439
1294	1540	2.3436
1302	4921	2.3435
182	1122	2.3432
6445	79147	2.3431
6768	10161	2.3431
3209	57167	2.3429
8557	4000	2.3429
4645	3938	2.3428
2248	3199	2.3428
3053	659	2.3426
164656	919	2.3425
10082	9401	2.3424
6785	10002	2.3424
8481	4920	2.3424
10083	153562	2.3423
3239	55636	2.3423
65217	153562	2.3423
2259	5582	2.3422
7043	788	2.3419
58	5913	2.3418
5644	7873	2.3417
64840	2697	2.3415
8842	285440	2.3415
2737	54903	2.3414
1813	1861	2.3411
8910	1861	2.3411
26580	4000	2.3411
3791	23095	2.3411
8659	1491	2.3411
5351	1278	2.341
3651	197131	2.3409
25836	4920	2.3409
2317	4148	2.3409
3239	9723	2.3408
26278	9420	2.3405
25782	2263	2.3403
9060	9451	2.3403
10021	775	2.3401
4038	775	2.3401
7915	10159	2.3398
8139	9927	2.3398
4261	64421	2.3397
7020	6299	2.3397
8625	64421	2.3397
64421	5994	2.3397
64421	5993	2.3397
8443	54808	2.3397
9244	7169	2.3396
7428	2702	2.3393
2260	6299	2.3392
2202	54982	2.3391
2245	2260	2.3389
4920	9968	2.3389
2200	81031	2.3387
166785	25974	2.3386
7879	8898	2.3382
2934	335	2.3381
7067	1482	2.3381
2200	875	2.338
50846	675	2.3379
7454	717	2.3379
7454	5897	2.3376
7454	5896	2.3376
91147	80184	2.3375
4292	8643	2.3375
4292	51684	2.3375
4292	6598	2.3375
8643	4436	2.3375
51684	4436	2.3375
4436	6598	2.3375
4010	1146	2.3374
846	10686	2.3373
2670	4723	2.3373
6390	7249	2.3372
7248	675	2.3371
5742	5627	2.3369
6247	6100	2.3369
6247	6101	2.3369
6247	3614	2.3369
2990	2720	2.3368
3766	6524	2.3368
4000	79147	2.3366
5339	1308	2.3365
3748	3708	2.3365
1302	54808	2.3365
4261	4068	2.3364
8625	4068	2.3364
4068	5994	2.3364
4068	5993	2.3364
10082	2263	2.3363
7020	257	2.3362
79659	3930	2.3362
4286	103	2.3361
2260	55636	2.3361
23405	5172	2.3361
7078	149461	2.336
2273	57449	2.336
477	6323	2.336
80144	2737	2.3359
2737	341640	2.3359
2261	9451	2.3358
1302	4322	2.3357
64421	5669	2.3356
204	3561	2.3356
7010	2677	2.3355
6870	367	2.3354
6866	367	2.3354
4000	9499	2.3354
367	26012	2.3354
367	60675	2.3354
10165	2584	2.3354
8988	9217	2.3352
5621	11315	2.335
4621	2316	2.3349
2705	8898	2.3347
501	2566	2.3343
64840	9968	2.3343
778	64218	2.3342
958	29851	2.334
2908	9049	2.334
2316	9968	2.3338
23418	6102	2.3337
4860	3561	2.3337
8200	90	2.3336
54714	7299	2.3335
3315	121512	2.3334
2936	3040	2.3333
3673	3818	2.3333
2876	3040	2.3333
727	717	2.3333
51251	3040	2.3333
3040	203	2.3333
103	7248	2.3332
1301	6913	2.3331
2539	5244	2.333
7476	1146	2.333
6247	8842	2.333
4254	3861	2.3328
7138	6261	2.3328
4292	4763	2.3326
2317	2697	2.3326
4436	4763	2.3326
2245	1947	2.3325
1302	2261	2.3324
4068	355	2.3324
3291	1188	2.3323
1311	91252	2.3322
9227	114902	2.3322
3299	4810	2.332
3702	355	2.332
1733	7253	2.3319
1828	3887	2.3318
1828	3889	2.3318
1828	3892	2.3318
3643	3172	2.3318
1387	1717	2.3318
8626	80144	2.3317
8626	341640	2.3317
9227	1261	2.3317
25836	4998	2.3316
80326	10161	2.3315
1121	8842	2.3315
948	3998	2.3314
5345	3998	2.3314
5742	3998	2.3314
326	5122	2.3314
7473	80144	2.3313
7473	341640	2.3313
9639	26353	2.3313
2200	2317	2.3312
861	2811	2.3312
3265	673	2.3311
1297	9060	2.3311
6473	145282	2.331
2161	4351	2.331
2908	5740	2.3308
2908	5409	2.3308
6443	1674	2.3308
4287	6908	2.3307
6356	11005	2.3305
2121	2192	2.3304
91179	4882	2.3304
9723	7020	2.3304
57449	59341	2.3302
10082	10225	2.33
3784	6262	2.3299
5313	7167	2.3298
2074	2073	2.3298
999	1029	2.3297
4921	2720	2.3297
1836	411	2.3293
1462	6103	2.3291
4297	3717	2.3288
7020	55636	2.3288
2316	57167	2.3288
4261	57379	2.3287
57379	8625	2.3287
57379	5994	2.3287
57379	5993	2.3287
54361	1584	2.3286
9381	1910	2.3285
10804	1001	2.3282
7879	4000	2.3281
219844	2263	2.328
3702	843	2.3275
5649	100506658	2.3274
70	287	2.3274
2263	64093	2.3272
4703	1140	2.327
3293	6795	2.3269
256471	8864	2.3268
8291	4000	2.3267
3868	200942	2.3266
843	29851	2.3264
5961	1121	2.3264
22948	123606	2.3263
65018	5071	2.3263
2617	8898	2.3263
51371	55612	2.3262
51715	55636	2.3262
8200	2263	2.3261
860	2317	2.326
930	3702	2.3259
1738	617	2.3259
157570	80144	2.3259
157570	341640	2.3259
157570	2737	2.3258
2192	5447	2.3255
3630	3651	2.3255
4591	1122	2.3255
1301	4920	2.3254
3431	4068	2.3254
57379	3431	2.3253
546	1717	2.3252
1371	5498	2.3251
6870	55636	2.325
6866	55636	2.325
26012	55636	2.325
10683	2588	2.325
60675	55636	2.325
145173	51715	2.3249
1421	22930	2.3248
1421	54880	2.3248
4297	10456	2.3248
3242	383	2.3247
1406	6247	2.3247
91179	3977	2.3247
3643	5506	2.3247
4921	10683	2.3247
23169	6662	2.3246
24	6100	2.3244
24	6101	2.3244
24	3614	2.3244
1302	6399	2.3243
5781	2316	2.3242
5669	3561	2.3241
6299	64327	2.324
2316	1146	2.3239
3674	83706	2.3238
4286	4948	2.3237
145173	4920	2.3237
2263	6926	2.3236
29851	355	2.3235
139285	10225	2.3234
100151683	10225	2.3234
10939	6311	2.3232
51062	26278	2.3232
64072	7299	2.3232
7080	7038	2.323
219844	2316	2.3229
7476	6910	2.3229
5213	6708	2.3229
100	4068	2.3229
4851	27031	2.3229
2512	4137	2.3227
4247	196527	2.3227
728294	4851	2.3226
7428	79577	2.3225
3315	23064	2.3224
4853	6197	2.3224
10083	5456	2.3219
324	7249	2.3218
182	2657	2.3216
2335	335	2.3216
2316	5447	2.3215
176	1298	2.3213
1836	1297	2.3212
2317	4322	2.3212
3861	3853	2.3211
3854	1001	2.321
3872	1001	2.321
6315	146057	2.3209
146057	724066	2.3209
50846	4893	2.3208
4907	5167	2.3208
9733	3858	2.3207
2261	6913	2.3207
2263	157570	2.3206
6710	6309	2.3205
64421	695	2.3204
2138	8626	2.3203
4625	6442	2.3203
1278	4851	2.3203
1666	383	2.3203
3295	5192	2.3202
3295	5194	2.3202
3295	5830	2.3202
4148	10216	2.32
80326	488	2.32
1476	2566	2.32
2512	80207	2.3199
4621	5913	2.3197
51715	4920	2.3197
23111	3798	2.3196
3239	26040	2.3191
139285	6662	2.3191
51218	9056	2.3191
9056	54977	2.3191
1410	23224	2.319
3293	7067	2.3188
11155	1674	2.3188
7067	2304	2.3188
6785	368	2.3187
5727	2317	2.3186
54808	3930	2.3186
6870	1584	2.3184
6866	1584	2.3184
1584	26012	2.3184
1584	60675	2.3184
9723	51715	2.3183
4254	9733	2.3182
4942	1121	2.3181
1410	22954	2.318
8565	81846	2.318
116085	2542	2.318
1301	2260	2.318
10002	1462	2.318
54808	658	2.318
6473	1311	2.3179
8626	2697	2.3179
4921	124583	2.3178
2317	1146	2.3177
3702	200942	2.3176
7476	4010	2.3176
64093	2317	2.3176
2316	2697	2.3174
930	731	2.317
22948	3798	2.317
2121	1301	2.3167
1373	162417	2.3167
3791	5476	2.3167
51715	157570	2.3165
8626	3854	2.3164
8626	3872	2.3164
2263	10225	2.3163
64840	6913	2.3163
778	7306	2.3163
4261	29851	2.3162
843	23495	2.3162
8625	29851	2.3162
29851	5994	2.3162
29851	5993	2.3162
26121	10002	2.3161
10002	762	2.3161
10002	7287	2.3161
7490	4893	2.316
6794	5290	2.316
10804	2706	2.316
1666	10157	2.316
7068	6658	2.3159
6736	324	2.3159
3315	2705	2.3157
25814	146227	2.3155
2517	2720	2.3154
164656	355	2.3153
2200	1289	2.3153
3643	2746	2.3152
9197	123606	2.3152
5627	2022	2.3152
4893	1499	2.3152
2316	2588	2.315
7020	8626	2.3147
5308	2703	2.3146
79628	9927	2.3144
2643	5092	2.3143
51168	6591	2.3142
2492	6736	2.3139
100	1675	2.3139
57465	1137	2.3138
1824	70	2.3137
157570	54903	2.3135
843	5897	2.3134
843	5896	2.3134
860	4488	2.3134
9241	90	2.3134
64840	6299	2.3134
3659	5002	2.3133
2235	3098	2.3133
2235	669	2.3133
164656	6794	2.3131
5373	29929	2.313
3861	103	2.313
3315	8898	2.3129
2147	7450	2.3128
7450	5054	2.3128
2617	4747	2.3128
2121	51715	2.3126
5309	3859	2.3125
5309	3850	2.3125
3758	6340	2.3124
3758	6338	2.3124
554	1188	2.3123
26121	8842	2.3122
762	8842	2.3122
8842	7287	2.3122
2978	7299	2.3121
2200	3977	2.312
51360	8626	2.312
6017	10594	2.3119
